TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
F.R.E.D.I.,G,2018,1,89,movie,United States,"A teenager makes the discovery of a lifetime in the forest behind his Arkansas home, a friendly robot named F.R.E.D.I. (voiced by Candace Cameron Bure). Join James (Lucius Hoyos), Danny (Reid Miller) and Natalie (Casimere Jollette) as they come together to help F.R.E.D.I. find her way back to her creator Dr. Palmer (Kelly Hu) and evade an evil corporate villain (Angus Macfayden).",5.1,"Adventure,Family,Sci-Fi",https://m.media-amazon.com/images/M/MV5BZDkxZDFiZmItOWQyOS00NzljLTlmMzQtNDkwMmZjN2M4ZGQwXkEyXkFqcGdeQXVyMDc1MjE0MA@@._V1_FMjpg_UX1000_.jpg
Shepherds and Butchers,R,2016,1,106,movie,South Africa,"SHEPHERDS AND BUTCHERS follows a jaded lawyer, John Weber (Steve Coogan), who takes on a seemingly hopeless multiple murder case and uncovers scandalous shortcomings in South Africa's capital punishment system as he mounts a defense for a prison guard traumatized by the executions he took part in.",6.8,Drama,https://m.media-amazon.com/images/M/MV5BYmNmY2UwODYtNDBjZi00ZjFmLTlhZTUtOGJkNDUxYjkwYzliXkEyXkFqcGdeQXVyMTg1MzYyMzQ@._V1_FMjpg_UX1000_.jpg
Miseuti,PG,2018,16,60,tvSeries,South Korea,"This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love.",8.2,"Drama,Mystery,Romance",https://m.media-amazon.com/images/M/MV5BZTViZTA4MjktOWM5Yi00MDRiLTk1NzItZjgzNWRmNzZhMTAxXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_FMjpg_UX1000_.jpg
Take the 10,13+,2017,1,80,movie,United States,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",4.8,Comedy,https://m.media-amazon.com/images/M/MV5BN2E1YmYwOTAtMjdkNS00ZGJjLTk3MmQtYzZkNWQwNmM0Mjg5L2ltYWdlXkEyXkFqcGdeQXVyMzMxODMxNjk@._V1_FMjpg_UX1000_.jpg
Man Without a Star,PG-13,1955,1,89,movie,United States,"Dempsey Rae, a cowboy with no clear aim in life, winds up working on a spread with a hard lady owner just arrived from the East. She needs a tough new top hand and uses all her means of persuasion to get Rae to take the job. But he doesn't like the way the other settlers are getting treated and starts to side with them, despite their introduction of the barbed wire he loathes. —Jeremy Perkins {J-26}",6.9,Western,https://m.media-amazon.com/images/M/MV5BMGQxMGY2MmUtYzZhMy00YTk0LTk0ZWItOGNmYzE4N2FjZTVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_FMjpg_UX1000_.jpg
La enfermedad del domingo,PG-13,2018,1,113,movie,Spain,"Anabel is a high-class old lady who lives happy in Barcelona (Catalonia, northeast to Spain) with her husband and businessman Bernabé, and her daughter Greta. But during a dinner party organized by Anabel, she realizes that Chiara, her daughter from her first marriage, appears after thirty years disguised as a member of the staff. Revealing Anabel who she really is, Chiara asks her mother to spend ten days together. After a failed try to give Chiara money to avoid the petition, a reluctant Anabel accepts Chiara's request. They go to the same isolated house where she lived before to leaving Chiara's father, located in a little town in the French Pyrenees. Strangers to each other, Anabel and Chiara spend the days in uncomfortable situations, with Anabel trying to learn the reason of her daughter's request, and Chiara keeping silence about it. Anabel finds herself reliving her youth, and trying to get to know better her daughter, but it all changes when Chiara reveals the real reason she wanted to spend this time with her mother, making a new request to an off-guard Anabel. —Chockys",6.9,Drama,https://m.media-amazon.com/images/M/MV5BNDcxYjFhZWMtMWU1Zi00OTljLWI3YWEtMjExMTRhOWExNGMzXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_FMjpg_UX1000_.jpg
Too Funny to Fail: The Life & Death of The Dana Carvey Show,PG,2017,1,92,movie,United States,"Premiering on Hulu this fall, this feature length documentary from director Josh Greenbaum (Becoming Bond, The Short Game) will take a fresh and irreverent look at the successes and humorous missteps of a show that brought together an amazing slew of future comedy giants before they were household names. Featuring interviews with Dana Carvey, Robert Smigel, Steve Carell, Stephen Colbert, and more, the film will explore the creation of the show as the brainchild of two of Saturday Night Live's most beloved alumni, the twists and turns of its brief life on air, and its legacy-one of stellar careers, lasting relationships, and an affirmation that in art, risks are always worth taking.",7.7,Documentary,https://m.media-amazon.com/images/M/MV5BMWJkMmFjNGItZDhkYi00MTNkLTkyNmUtYzg0NDJmNmE0NjExXkEyXkFqcGdeQXVyNzQwMDcwNjg@._V1_FMjpg_UX1000_.jpg
Transformers: Cyberverse,PG-13,2018,62,11,tvSeries,-,"The series focuses on the adventures of Bumblebee; having damaged his memory chips, he and Windblade must recover his missing memories in order to help him remember his mission on Earth. Unfortunately, the Decepticons are after their friends.",6.9,"Action,Animation,Sci-Fi",https://m.media-amazon.com/images/M/MV5BZjQ2MThmNzItNDU4Mi00NzEwLTk4NzUtYzIzMmNiNTY5MGVlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
El-Kanz: El-Haqiqah wa el-Khayal 1,18+,2017,1,157,movie,Egypt,"The events revolve around four eras, namely the Pharaonic and Abbasid era and the Kingdom era. The events revolve around corruption and the level of some clerics through the ages on power and false and bad dealings with the people, and how to involve religion in politics in order to obtain positions, especially that there are clerics who deliberately Coloring and counterfeiting at this time in order to be the strongest and maintain their positions.",7.0,"Action,Adventure,Drama",https://m.media-amazon.com/images/M/MV5BNmMwNzA1M2QtZTgzNi00YjdmLWIwZTktMmJkZTZlODlkYTc2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
The Playbook,16,2020,5,\N,tvSeries,United States,The Playbook profiles legendary coaches as they share the rules they live by to achieve success in sports and in life.,7.5,"Documentary,Sport",https://m.media-amazon.com/images/M/MV5BNzdlMTY2YzktOTM2Yy00MTdiLThjNDMtMzg1N2RmODhhZjZlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg
They'll Love Me When I'm Dead,13+,2018,1,98,movie,United States,"Orson Welles's final movie, The Other Side of the Wind, started filming in 1970 but by the time of his death in 1985 had not been released. It was finally released by Netflix in 2018. This documentary details the making of the movie and the problems Welles had in completing and releasing it. —grantss",7.4,Documentary,https://m.media-amazon.com/images/M/MV5BMjEwNzExNzU2Ml5BMl5BanBnXkFtZTgwMjIyNDI0NjM@._V1_FMjpg_UX1000_.jpg
Jonah: A VeggieTales Movie,G,2002,1,82,movie,United States,"When the singing Veggies encounter some car trouble, they're stranded at old, rundown seafood joint where nothing is quite as it seems. As Bob the Tomato and the kids settle in to wait for a tow truck to help get their van back on the road, the ""Pirates Who Don't Do Anything"" share a little story about a guy named Jonah. Jonah was kind of like a mailman except his messages came straight from God. Jonah loves his job, until the day comes when he has to deliver a message to the people of Nineveh. Instead of carrying out his mission, Jonah turns and sets sail in the opposite direction onboard a pirate ship. Soon Jonah embarks on an adventure that leads him into the belly of a whale, and to the heart of Nineveh for a hilarious showdown. —Anonymous",6.5,"Adventure,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BMjA0OTk5MTk0M15BMl5BanBnXkFtZTYwNTgxMDg5._V1_FMjpg_UX1000_.jpg
Jak zostac gwiazda,18,2020,1,118,movie,Poland,"Talent and passion for music can take one to the very top. On the way, however, there are going to be showbiz traps. There is money, fame and fan crowds involved. Will a young girl be able to fight for her dreams in this no-holds-barred world where fame is so elusive? A controversial talent show called ""Music Race"" keeps looking for talented singers all over the country. The decision on who will be started-up for a career and who will get a cold shower is always up to the three jurors: a once-popular singer, Olo (Maciej Zakoscielny), social media queen, Ewa (Julia Kaminska), and the dame of Polish jazz, Urszula Dudziak (playing herself). During an audition held in Olo's home town, there is a row. The person who starts it is ""Ostra"" (played by Katarzyna Sawczuk). The rebel teen is outraged by the juror's arrogant and dismissive behaviour towards her mother (Anita Sokolowska). The small scandal suits the show's producer (Tomasz Karolak), who pushes ""Ostra"" through to the next stage. There, it will turn out that the girl doesn't just have a fiery temper, but a great voice as well. Success, though, comes at a price. Being popular is not as pleasant as many people think. Our teenage hero will have to face a genuine test of integrity and character. The young star is about to take on her stage competition, the ruthless world of show business, and, most importantly, her own feelings. —ATM Grupa",5.6,"Comedy,Music",https://m.media-amazon.com/images/M/MV5BOTI0MzAyYTItY2NiNi00MWMyLWJjMDUtMWIyNGQ1MTY4YzMwXkEyXkFqcGdeQXVyMTI0NDcxNTEy._V1_FMjpg_UX1000_.jpg
Ladda Land,G,2011,1,125,movie,Thailand,"When a family moves to Laddaland, an upscale housing development with large, beautiful homes, they discover life in their new neighborhood isn't so perfect when they encounter a series of terrifying, paranormal events that drives the family to the edge of insanity.This is a short description of the content. —Anonymous",6.3,"Drama,Horror,Mystery",https://m.media-amazon.com/images/M/MV5BNDgxNjI5NDQtZGE5Ny00NWRlLTkyMjctZDQ0MWMyYmE1ZTE5XkEyXkFqcGdeQXVyMTA5NzUzODM4._V1_FMjpg_UX1000_.jpg
Aelay,U,2021,1,153,movie,India,"A neo-realistic comedy set in a rural town, exploring the relationship between a father and a son.",7.1,"Comedy,Drama",https://m.media-amazon.com/images/M/MV5BZjBkZTBiMWMtMDlhNC00NmIxLTkzY2QtNGZkZGViN2JlYWFiXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_FMjpg_UX1000_.jpg
Lovestruck: The Musical,PG,2013,1,83,tvMovie,United States,A jaded woman who never fulfilled her dreams of a Broadway career pushes her daughter to have one. Daughter rebels and goes to Italy to get married. The mother drinks a potion that makes her young again and tries to sabotage the wedding.,6.4,"Comedy,Fantasy,Musical",https://m.media-amazon.com/images/M/MV5BMTU0NDE0Nzk1NF5BMl5BanBnXkFtZTgwMTY1NTAxMzE@._V1_FMjpg_UX1000_.jpg
Intramural,R,2014,1,100,movie,United States,"With marriage, graduation, and the real world looming on the horizon, fifth year senior Caleb Fuller reassembles the ol' team of misfits for one last epic run in Intramural football.",4.4,"Comedy,Sport",https://m.media-amazon.com/images/M/MV5BNTk5ODI5MzM0N15BMl5BanBnXkFtZTgwMjM5NzA3NTE@._V1_FMjpg_UX1000_.jpg
Hashoter Hatov,PG,2015,45,30,tvSeries,Israel,"An Israeli police comedy. Danny Konfino is a police officer serving in a suburban police station. Although his quick temper often gets him into trouble, he is as honest as one can get and a highly dedicated crime fighter. With his anger management issues he tries to manouver between his dysfunctional family, his ex-girlfriend who turned Lesbian, a possible love affair with one of his colleagues and a statiion chief totally lacking any trait of self awareness and an obsession to branded hand cream. —Ben Amnon null",7.7,Comedy,https://m.media-amazon.com/images/M/MV5BNWI5YzJkNGYtZmM5Zi00ODE5LWEwMTctM2M4OTBjYWVhOWE1XkEyXkFqcGdeQXVyNjM0NTMwMjI@._V1_FMjpg_UX1000_.jpg
Afterlife of the Party,13+,1901,1,\N,movie,United States,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,5.0,"Comedy,Drama",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Aneun Waipeu,13,2018,16,60,tvSeries,South Korea,"A married couple suddenly finds themselves living entirely different lives after their fates magically change through an unexpected incident. Cha Joo-hyuk works at a bank and has been married to Seo Woo-jin for five years. When a strange incident happens one day, Joo-hyuk makes a decision that impacts his life and those around him in unexpected ways. Suddenly, the life he had with Woo-jin and his best friend, Yoon Joong-hoo are gone and he is leading a very different life. How will his first love, Lee Hye-won, factor into his new life? And will it be possible to get his old life back? —wikipedia",7.6,"Fantasy,Romance",https://m.media-amazon.com/images/M/MV5BYzg4YmFhYTEtNzdjMi00MjUwLWI5YTgtYmQ3MzNjMTY0MmE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_FMjpg_UX1000_.jpg
Jin Xiu Wei Yang,18+,2016,54,45,tvSeries,China,"This story is about the princess of liang named xiner who has a lucky escape as her kingdom is suddenly seized. She gets injured badly and is in a lot of trouble. Then, A kind new friend named Weiyoung saves the princesses' life but after some unfortunate circumstances cannot attend the event to fulfill her own dearest wish. Xiner decides to step up and play the role of Weiyoung no matter how dangerous. She does this as a way to pay her friend back for her kindness. As the princess pursues her new identity and the class reputation that comes with it, she cleverly tries to crawl her way out of the wormhole. She finds that her new life will not be as easy as she may have believed. As weiyoung falls in love with someone she believes is her enemy, she learns that not everything is as it seems. As she seeks to get rid of the real threats behind the scenes, she gets framed many times and suffers many losses. New challenges arise with relationship problems as she is cautious to explain her actions for her true identitys safety. Will she be able to share her true self with her soulmate? Will she have what it takes to follow her heart? or will her love go unrequited?...",7.8,"Drama,History,Romance",https://m.media-amazon.com/images/M/MV5BNGFlNDQwMzItMDdjYS00YzQ1LWI1N2QtZTYxMjhjMDI5YWNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
From,13+,1939,41,\N,tvSeries,-,-,7.8,"Horror,Sci-Fi",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Nachthelle,18+,2014,1,86,movie,Germany,"A swingers tale: A relaxing weekend in the country doesn't go quite as planned for two German couples. Anna, around 40, and her much younger boy toy, Stefan, have come to the former's quaint childhood home, tucked away in a lush, green forest in former East Germany. An old friend of Anna's, Bernd, is already at the cottage with his boyfriend of many years, Marc. The two couples are all set to enjoy the beautiful surroundings and each other's company over a long summer weekend. But like the open-pit mine activities that are happening nearby and sending unexpected small quakes throughout the region, there are things in Anna's and Bernd's past that start to influence the present, beginning with the revelation that Anna and Bernd used to be not only classmates but also lovers.",5.1,"Drama,Mystery",https://m.media-amazon.com/images/M/MV5BZDBkMmU1YWItYmViYi00MDc3LTljYzEtNzhjZTEzZmUwNjliXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_FMjpg_UX1000_.jpg
Octonauts: The Ring of Fire,18+,2021,1,72,movie,China,The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.,7.2,Animation,https://m.media-amazon.com/images/M/MV5BZWRhYmE3MjQtYjg5ZS00N2E5LWJiN2ItMDY3ODg0NWViY2U5XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_FMjpg_UX1000_.jpg
Heartthrob,G,2017,1,86,movie,United States,"Sam Maddox, a troubled girl whose father committed suicide, has earned a reputation at her high school for being a bit promiscuous. When Sam begins seeing brilliant, MIT-bound Henry Sinclair, the two opposites really attract. Although Sam doesn't realize it, Henry is in the grip of an insane romantic obsession, and he will kill anyone who tries to put an end to his star-crossed - and increasingly deadly - romance.",5.4,"Drama,Romance,Thriller",https://m.media-amazon.com/images/M/MV5BNWRmZmQ1YjYtNDM1My00ZjczLTg4M2MtYjg0Y2JiMWZkNWVhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Kim Gwajang,G,2017,20,60,tvSeries,South Korea,"Chief Kim is an eccentric, flamboyant accountant genius working in the underground and trying to save up enough money to travel abroad until he accidentally gets employed by one of the most famous corporations in Korea. He plans to pull off his biggest heist, taking money from the company while facing the moral dilemmas as he gets closer to his colleagues and starts to get attached to the work life. —norah almajed (edited by Contributor)",7.7,"Comedy,Drama",https://m.media-amazon.com/images/M/MV5BMjU4Yzc3ZTctOGU5Yi00YjY0LWI0ZjktZDg4ZGIyZDNhOTA5L2ltYWdlXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_FMjpg_UX1000_.jpg
Absurd Planet,G,2020,12,\N,tvSeries,United States,"A funny science series that offers an inside look into the lives of the planet's most intriguing animals, with narration provided by a cast of quirky animal creatures, as well as Mother Nature herself.",3.9,Documentary,https://m.media-amazon.com/images/M/MV5BODFmNDkyYmEtNGFjYi00NGIxLThjZWMtMDVlY2EzNmY0MGI1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
Farewell Amor,13+,2020,1,95,movie,United States,"Reunited after 17 years, an Angolan immigrant is joined in the U.S. by his wife and daughter. Now strangers sharing a one-bedroom apartment, they discover a shared love of dance that may help them overcome the distance between them.",6.9,"Drama,Music,Romance",https://m.media-amazon.com/images/M/MV5BYzk0YzJhMDAtZGI4MS00ZmVlLWFkZTgtY2YzMDAyNDE0ZGEyXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_FMjpg_UX1000_.jpg
Drive,A,2019,1,147,movie,India,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",3.5,"Action,Crime,Thriller",https://m.media-amazon.com/images/M/MV5BNGY5YjYxY2UtYzIxYS00ZjI3LWI0NWUtMDgxZjA5ZjBkZTE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg
El faro de las orcas,18+,2016,1,110,movie,Spain,"Beto is a lonely man who works as Ranger of the isolated Peninsula Valdes' National Park (Chubut, Argentina). Lover of the nature and animals, the peace of his days watching orcas, seals and sea lions in the sea ends after the arrival of Lola, a Spanish mother who travels there from Madrid with his autistic 11 years old son Tristán looking for Beto after both watch him in a documentary about whales. Desperate, Lola asks help Beto in order to make a therapy for Tristán, hoping that his isolation caused by the autism can be overcome. Reluctant at the beginning, Beto agrees to help Tristán, sailing by the cost in a boat to meet orcas (defying the rules that prevent touching them and swimming them), the only one that causes emotional responses in Tristán. As days go by, Tristán starts slowly to express emotions, in the same way that Beto's boss tries to fire him in the belief that orcas are a dangerous killers whales, Lola realizes about a familiar trouble in Spain and that they Lola and Beto learns about the feelings between them... —Chockys",6.8,"Biography,Drama,Romance",https://m.media-amazon.com/images/M/MV5BOThlMzRkMDYtYzZmOC00Mjg5LTk4MTQtZTMyODQyMzkxYzZjXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_FMjpg_UX1000_.jpg
RuPaul's Secret Celebrity Drag Race,18,2020,4,\N,tvSeries,United States,RuPaul's Secret Celebrity Drag Race is a four-episode makeover/reality competition spinoff of RuPaul's Drag Race. Former contestants of the series will make over and mentor twelve celebrities in efforts to win the title and funds for a charity. —pedromcribeiro,7.0,Reality-TV,https://m.media-amazon.com/images/M/MV5BNTFlMTFjN2EtYzQzMi00Y2IzLTgwNDYtYzlkNzhmNmZlNTEzXkEyXkFqcGdeQXVyNDkyNTIzNDU@._V1_FMjpg_UX1000_.jpg
Kapi,18+,2019,1,110,movie,Turkey,"Yakup and Semsa are Syriac families living in Berlin with their three children and grandchildren. Twenty-five years ago they migrated from Mardin to Berlin. One day, a call comes from Mardin. This news is about Mikhael, whom they lost twenty-five years ago. Yakup and Semsa go to Mardin with their grandson, Nardin, who does not want to leave them alone. This trip will be the beginning of all their personal journeys. —ahmetkozan",7.0,"Comedy,Drama",https://m.media-amazon.com/images/M/MV5BYzI5M2RiNTUtN2QyNS00M2FkLWI0NTAtY2Q0NWFkMWExNDE0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_FMjpg_UX1000_.jpg
7 Ilui Wangbi,13,2017,20,\N,tvSeries,South Korea,"Kyung is the daughter of a powerful politician during the Joseon Dynasty. She falls in love with Crown Prince Lee Yuk, who lives under the tyranny of his half-brother, King Yeon San Gun. When Lee Yuk rises to the throne and becomes King Jung Jong, Chae Kyung becomes Queen Dan Kyung, who becomes caught in the cross-fires of different political factions as well as the jealousies between the brothers When Dan Kyung's own father stages a coup against the king, Queen Dan Kyung is dethroned only after seven days and expelled from the palace. What will happen to the love between the king and queen when they can no longer be together? —Zahra Salahi",7.8,"Drama,Romance",https://m.media-amazon.com/images/M/MV5BMDc3OTZlODAtYzEwMC00MmMxLWI4ZDYtMjRiMjgyZWQ4ZjU4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_FMjpg_UX1000_.jpg
La dictadura perfecta,G,2014,1,143,movie,Mexico,"TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again? —Anonymous",7.2,"Comedy,Drama",https://m.media-amazon.com/images/M/MV5BOTcwODIwNzk1MF5BMl5BanBnXkFtZTgwMDI3MzY1MjE@._V1_FMjpg_UX1000_.jpg
Sr. Pig,13+,2016,1,100,movie,Mexico,"A kind, broke and dying man , whose best pal is a beautiful pig named Howard , needs to find him a new loving home before he dies. He has what he thinks is the solution in Mexico and drives there with Howard only to see he will be horribly mistreated like all the other pigs waiting to be slaughtered. A great lesson in the sentience of animals, human connection and humanity. —kateann1027",5.8,Drama,https://m.media-amazon.com/images/M/MV5BYTJlMTY3ZjYtYWJmOC00YjU2LTllMmQtMzdlY2U0YzVhNDBlXkEyXkFqcGdeQXVyNjcyOTA3Njc@._V1_FMjpg_UX1000_.jpg
A Christmas Prince: The Royal Wedding,PG-13,2018,1,92,movie,United States,"A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?",5.3,"Drama,Romance",https://m.media-amazon.com/images/M/MV5BMWVhMTBiOWUtMmI0Ni00NDg1LWFkMmYtNTJkNTkxNWE5OWY5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Dhamaka,PG,2021,1,\N,movie,India,"Reassigned from TV to radio, a frustrated anchor sees both danger and opportunity when he receives threatening calls on the air.",5.6,"Action,Thriller",https://m.media-amazon.com/images/M/MV5BMjA0MjE1MzMtNmJiNy00ZTA1LWFhNWUtNjcwNGRmNzM1NDdiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg
A Very Murray Christmas,PG,2015,1,56,tvSpecial,United States,"Murray, playing himself, trying to avoid a Hollywood figure who wants to represent the actor, who famously forgoes having a manager or agent. And somewhere in there will be rooms for Christmas carols to be sung by the actors (everyone is playing themselves) and probably more bits and pieces of holiday cheer.",5.5,"Comedy,Music,Musical",https://m.media-amazon.com/images/M/MV5BMTY3MDI2NjAzMl5BMl5BanBnXkFtZTgwNDY4NDgyNzE@._V1_FMjpg_UX1000_.jpg
Smosh: The Movie,Not Rated,2015,1,84,movie,United States,"Two long life friends, Ian and Anthony, get invited to their 5 year high school reunion. There's a girl who Anthony had a crush on. A video leaks on the school website when he got a mic up his butt singing at his prom. He goes to YouTube to get it removed. The head of YouTube, Steve YouTube, lets them into a portal where they can change the video. With an all star cast Ian Hecox, Anthony Padilla and Michael Ian Black, this is definitely the duo Smosh's best success.",3.3,"Adventure,Comedy,Fantasy",https://m.media-amazon.com/images/M/MV5BMTg2OTcyNzEwN15BMl5BanBnXkFtZTgwOTU0Mzc5NTE@._V1_FMjpg_UX1000_.jpg
Beyblade Burst,7,2016,241,24,tvSeries,Japan,"Elementary-school student Valt Aoi is crazy about Beyblade and is best friends with Shu Kurenai, who is a prodigy at the game and has been named to the national Beyblade tournament's final four. Inspired by his friend's accomplishment, Valt makes it his goal to reach the tournament himself. The first step on the road to the big leagues is to win his district tournament, which includes some tough opponents. As he makes his way up the ladder, Valt reaches new heights and extends his circle of friends, eventually -- unknowingly -- dreaming of becoming the best Blader in the world.",6.7,"Action,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BMDgwMDg1NWItMzljNC00NGRkLWI1ODctMGEwYjExYzE3ODllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjMyNTYyNTY@._V1_FMjpg_UX1000_.jpg
Irmandade,18,2019,8,50,tvSeries,Brazil,A hard-working lawyer discovers that her missing brother has been jailed for years and is a leader of an ascendant criminal faction.,7.6,"Crime,Drama,Thriller",https://m.media-amazon.com/images/M/MV5BN2I0ZmRlMTItY2UyNy00YjYwLTk1ZjQtMWNjYWJhNmYwMGY0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Christmas with a View,13+,2018,1,91,tvMovie,Canada,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a big city restaurant. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",5.1,"Drama,Romance",https://m.media-amazon.com/images/M/MV5BZGYxNDI3NzAtOTI1YS00YjJmLTkzZWMtNDFkN2E2NDczMWRmXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_FMjpg_UX1000_.jpg
Asobi Asobase,13+,2018,15,24,tvSeries,Japan,"The story revolves around three classmates who play simple hand games. One of the girls is good at games, but hates them as she always lost to her older sister and forced to do chores while growing up. Another girl is of American descent, but raised in Japan, and who only pretends to be bad at Japanese. Another girl usually observes their games, and loses to the other girls.",7.9,"Animation,Comedy",https://m.media-amazon.com/images/M/MV5BZTBlOTMyNzItNDc1OC00MTg0LThkYmQtOTg5NTI4NjAwNDIxXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_FMjpg_UX1000_.jpg
True Spirit,PG-13,2016,1,\N,movie,United States,"The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world.",7.3,"Adventure,Biography,Drama",https://m.media-amazon.com/images/M/MV5BYzUyNTg2MGYtNDAxZS00MDkzLTgxYjEtMzk0OGFmNTljZDM1XkEyXkFqcGdeQXVyMzYwMjgxMTg@._V1_FMjpg_UX1000_.jpg
Super Monsters,PG-13,2017,47,23,tvSeries,-,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,6.6,"Animation,Comedy,Family",https://m.media-amazon.com/images/M/MV5BNGEwZDdmYjUtYmRlZi00MGIzLWEyMjMtODljZmIyZTU4OGYwXkEyXkFqcGdeQXVyNjk0MzQ1NDc@._V1_FMjpg_UX1000_.jpg
Conspiracy of Silence,PG-13,2018,8,45,tvSeries,Sweden,"Robert Kastell returns to Sweden after having been presumed dead for thirty years. A personal tragedy has made him leave his exile, and sent him on a last journey of revenge - - the target being the successful arms trade broker Anders Speths. Robert is soon discovered by Rolf Höglund, a conspiracy theorist and former journalist. Rolfs tries to persuade Robert to focus on exposing the double standards and illegal deals behind the Swedish arms industry, rather that his personal vendetta. Robert knows that much of what Rolf talks about is true. He was himself a part of this dirty business before he faked his death and fled the country. When Rolf mysteriously disappears, his daughter Åsa gets very worried and filled with guilt. The last thing she said to her father was that he was crazy conspiracy theorist and an alcoholic. Her husband Mario uses Rolf's history with addiction to ease her worries. He's probably only on a binge. He'll soon turn up again. Meanwhile, Anders Speths - - who is helping his daughter Johanna back after a tough battle with mental illness/OCD - - is offered to negotiate a big weapon deal between the Indonesian state and the Belgian/Swedish weapon manufacturer Sandersvik, run by CEO Maggie van Haal. Sandersvik has been in a negative spiral for years and this new deal may be just what the company needs to break it.",6.6,"Crime,Drama,Thriller",https://m.media-amazon.com/images/M/MV5BY2JjZWNmMTItM2Y4Ni00MTU2LWFlOGEtODI4ZDU1MDRlN2YyXkEyXkFqcGdeQXVyODA4MzkyNjM@._V1_FMjpg_UX1000_.jpg
It's Bruno!,18+,2019,8,15,tvSeries,United States,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno, and making sure the neighbors show his pooch the proper respect.",7.5,Comedy,https://m.media-amazon.com/images/M/MV5BZmY1NjAwMmMtNzYwYi00ZmI0LTgxZDYtNWY1OGYyNmFiOTllXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
